Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",4.4,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.1,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Nusa Penida,"Klungkung, Bali",Alam,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.,"-8.7277, 115.5444",4.7,Bali,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",3.7,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",4.4,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.5,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",3.8,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.1,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",3.9,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",4.7,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.9,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Tanah Lot,"Tabanan, Bali",Religi,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.,"-8.6211, 115.0869",5.0,Bali,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.2,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Tanah Lot,"Tabanan, Bali",Religi,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.,"-8.6211, 115.0869",4.2,Bali,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.7,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",4.3,Bali,Pura terapung yang indah di tepi Danau Beratan.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.2,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",3.9,Bali,Pura terapung yang indah di tepi Danau Beratan.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.7,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",5.0,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",4.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",3.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",4.5,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.8,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",4.5,Bali,Pura terapung yang indah di tepi Danau Beratan.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.3,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",3.6,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",3.6,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",3.7,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",4.9,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",3.7,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.2,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Tanah Lot,"Tabanan, Bali",Religi,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.,"-8.6211, 115.0869",4.6,Bali,Pura di atas batu karang yang terkenal dengan pemandangan matahari terbenam.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",3.6,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Nusa Penida,"Klungkung, Bali",Alam,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.,"-8.7277, 115.5444",4.6,Bali,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",3.8,Bali,Pura terapung yang indah di tepi Danau Beratan.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",5.0,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",4.2,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",4.2,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",4.4,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",3.8,Bali,Pura terapung yang indah di tepi Danau Beratan.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",3.7,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",4.8,Bali,Pura terapung yang indah di tepi Danau Beratan.
Pura Ulun Danu Beratan,"Bedugul, Bali",Religi,Pura terapung yang indah di tepi Danau Beratan.,"-8.2784, 115.1676",4.1,Bali,Pura terapung yang indah di tepi Danau Beratan.
Garuda Wisnu Kencana,"Jimbaran, Bali",Budaya,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.,"-8.8102, 115.1668",4.3,Bali,Patung raksasa Garuda Wisnu Kencana yang menjadi ikon Bali.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",3.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Nusa Penida,"Klungkung, Bali",Alam,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.,"-8.7277, 115.5444",4.9,Bali,Pulau dengan pantai eksotis dan tebing-tebing spektakuler.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",4.9,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Ubud Monkey Forest,"Ubud, Bali",Alam,Hutan suci dengan ratusan monyet dan kuil kuno.,"-8.5196, 115.2583",4.0,Bali,Hutan suci dengan ratusan monyet dan kuil kuno.
Pantai Pandawa,"Kutuh, Bali",Pantai,Pantai tersembunyi dengan pasir putih dan air jernih.,"-8.8482, 115.1769",4.9,Bali,Pantai tersembunyi dengan pasir putih dan air jernih.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Pantai Kuta,"Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.,"-8.7176, 115.1682",4.0,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk surfing.
Tegallalang Rice Terrace,"Ubud, Bali",Alam,Sawah terasering hijau yang menawan dan cocok untuk berfoto.,"-8.4425, 115.2793",4.3,Bali,Sawah terasering hijau yang menawan dan cocok untuk berfoto.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",3.6,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.1,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",3.8,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.1,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.2,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.7,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.0,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.9,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.3,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.5,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",4.1,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.7,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",4.3,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.7,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.7,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.3,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.3,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.6,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",5.0,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.7,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",4.5,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.7,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.7,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.4,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.9,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.9,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.6,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.6,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",3.7,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.8,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.3,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",4.1,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.6,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",3.9,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",3.5,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",5.0,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.1,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.9,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.6,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.2,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.0,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",4.4,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.2,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.6,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",3.8,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.5,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
